source_row,event_time,return_time,ack_time,site,area,unit,tag,description,priority,state,value,threshold,engineering_unit,source_system,operator
88,2026-01-15T12:00:22+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-001,[SYNTHETIC] Outlet temperature deviation observed,P3,ACTIVE,48.20,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员03
89,2026-01-15T12:00:33+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-002,合成报警：循环水流量波动，已请求现场核对,P4,ACTIVE,79.30,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员04
90,2026-01-15T12:00:44+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-002,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P1,ACTIVE,67.61,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员05
91,2026-01-15T12:02:00+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-002,合成报警：入口压力偏高,P2,ACTIVE,86.40,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员06
92,2026-01-15T12:02:11+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-003,[SYNTHETIC] Outlet temperature deviation observed,P3,ACTIVE,66.85,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,
93,2026-01-15T12:02:22+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-003,合成报警：循环水流量波动，已请求现场核对,P4,ACTIVE,74.44,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员01
94,2026-01-15T12:02:33+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-003,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P1,ACTIVE,52.72,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员02
95,2026-01-15T12:02:44+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-004,合成报警：入口压力偏高,P2,ACTIVE,43.87,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员03
96,2026-01-15T12:04:00+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-004,[SYNTHETIC] Outlet temperature deviation observed,P3,ACTIVE,75.80,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员04
97,2026-01-15T12:04:11+08:00,,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-08-004,合成报警：循环水流量波动，已请求现场核对,P4,ACTIVE,73.49,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,
98,2026-01-15T09:17:36+08:00,,2026-01-15T09:17:38+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_01,SYNTHETIC_UNIT_01,SYN-09-001,合成报警：入口压力偏高,P1,ACKNOWLEDGED,48.68,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员06
99,2026-01-15T09:17:47+08:00,,2026-01-15T09:17:49+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_05,SYN-09-001,[SYNTHETIC] Outlet temperature deviation observed,P2,ACKNOWLEDGED,85.11,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员07
100,2026-01-15T09:17:58+08:00,,2026-01-15T09:18:00+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_03,SYN-09-001,合成报警：循环水流量波动，已请求现场核对,P3,ACKNOWLEDGED,89.58,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员01
101,2026-01-15T09:18:09+08:00,,2026-01-15T09:18:11+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_06,SYN-09-002,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P4,ACKNOWLEDGED,47.16,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员02
102,2026-01-15T09:18:20+08:00,,2026-01-15T09:18:22+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_02,SYN-09-002,合成报警：入口压力偏高,P1,ACKNOWLEDGED,40.60,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,
103,2026-01-15T09:18:31+08:00,,2026-01-15T09:18:33+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-09-002,[SYNTHETIC] Outlet temperature deviation observed,P2,ACKNOWLEDGED,77.29,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员04
104,2026-01-15T09:18:42+08:00,,2026-01-15T09:18:44+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_01,,SYN-09-003,合成报警：循环水流量波动，已请求现场核对,P3,ACKNOWLEDGED,46.89,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员05
105,2026-01-15T09:18:53+08:00,,2026-01-15T09:18:55+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_06,SYN-09-003,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P4,ACKNOWLEDGED,42.58,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员06
106,2026-01-15T09:19:04+08:00,,2026-01-15T09:19:06+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_05,SYN-09-003,合成报警：入口压力偏高,P1,ACKNOWLEDGED,76.01,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员07
107,2026-01-15T09:19:15+08:00,,2026-01-15T09:19:17+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_04,SYN-09-004,[SYNTHETIC] Outlet temperature deviation observed,P2,ACKNOWLEDGED,58.12,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,
108,2026-01-15T09:19:26+08:00,,2026-01-15T09:19:28+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_04,SYN-09-004,合成报警：循环水流量波动，已请求现场核对,P3,ACKNOWLEDGED,76.16,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员02
109,2026-01-15T09:19:37+08:00,,2026-01-15T09:19:39+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_02,SYN-09-004,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P4,ACKNOWLEDGED,54.49,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员03
110,2026-01-15T09:19:48+08:00,2026-01-15T09:19:56+08:00,2026-01-15T09:19:50+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_02,SYN-10-001,合成记录：参数短暂越限后正常恢复,P4,RETURNED,49.60,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员04
111,2026-01-15T09:19:59+08:00,2026-01-15T09:20:07+08:00,2026-01-15T09:20:01+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_01,SYN-10-001,合成记录：参数短暂越限后正常恢复,P4,RETURNED,67.02,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员05
112,2026-01-15T09:20:10+08:00,2026-01-15T09:20:18+08:00,2026-01-15T09:20:12+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_03,SYN-10-001,合成记录：参数短暂越限后正常恢复,P4,RETURNED,41.28,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,
113,2026-01-15T09:20:21+08:00,2026-01-15T09:20:29+08:00,2026-01-15T09:20:23+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_01,SYN-10-002,合成记录：参数短暂越限后正常恢复,P4,RETURNED,42.54,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员07
114,2026-01-15T09:20:32+08:00,2026-01-15T09:20:40+08:00,2026-01-15T09:20:34+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_01,SYNTHETIC_UNIT_03,SYN-10-002,合成记录：参数短暂越限后正常恢复,P4,RETURNED,54.47,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员01
115,2026-01-15T09:20:43+08:00,2026-01-15T09:20:51+08:00,2026-01-15T09:20:45+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_02,SYN-10-002,合成记录：参数短暂越限后正常恢复,P4,RETURNED,50.20,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员02
116,2026-01-15T09:20:54+08:00,2026-01-15T09:21:02+08:00,2026-01-15T09:20:56+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_01,SYNTHETIC_UNIT_06,SYN-10-003,合成记录：参数短暂越限后正常恢复,P4,RETURNED,71.96,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员03
117,2026-01-15T09:21:05+08:00,2026-01-15T09:21:13+08:00,2026-01-15T09:21:07+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_01,SYN-10-003,合成记录：参数短暂越限后正常恢复,P4,RETURNED,55.14,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,
118,2026-01-15T09:21:16+08:00,2026-01-15T09:21:24+08:00,2026-01-15T09:21:18+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_04,SYN-10-003,合成记录：参数短暂越限后正常恢复,P4,RETURNED,75.75,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员05
119,2026-01-15T09:21:27+08:00,2026-01-15T09:21:35+08:00,2026-01-15T09:21:29+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_05,SYN-10-004,合成记录：参数短暂越限后正常恢复,P4,RETURNED,43.09,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员06
120,2026-01-15T09:21:38+08:00,2026-01-15T09:21:46+08:00,2026-01-15T09:21:40+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_06,SYN-10-004,合成记录：参数短暂越限后正常恢复,P4,RETURNED,81.26,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员07
121,2026-01-15T09:21:49+08:00,2026-01-15T09:21:57+08:00,2026-01-15T09:21:51+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,,SYN-10-004,合成记录：参数短暂越限后正常恢复,P4,RETURNED,58.25,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员01
122,2026-01-15T09:22:00+08:00,,2026-01-15T09:22:02+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_02,SYN-11-001,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,50.02,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,
123,2026-01-15T09:22:11+08:00,,2026-01-15T09:22:13+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_01,SYNTHETIC_UNIT_03,SYN-11-001,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,73.26,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员03
124,2026-01-15T09:22:22+08:00,,2026-01-15T09:22:24+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_01,SYN-11-001,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,56.13,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员04
125,2026-01-15T09:22:33+08:00,,2026-01-15T09:22:35+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_02,SYN-11-002,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,56.75,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员05
126,2026-01-15T09:22:44+08:00,,2026-01-15T09:22:46+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_03,SYN-11-002,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,75.60,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员06
127,2026-01-15T09:22:55+08:00,,2026-01-15T09:22:57+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_04,SYN-11-002,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,78.67,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,
128,2026-01-15T09:23:06+08:00,,2026-01-15T09:23:08+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_06,SYN-11-003,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,84.38,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员01
129,2026-01-15T09:23:17+08:00,,2026-01-15T09:23:19+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_03,SYN-11-003,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,44.08,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员02
130,2026-01-15T09:23:28+08:00,,2026-01-15T09:23:30+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_01,SYNTHETIC_UNIT_06,SYN-11-003,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,64.54,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员03
131,2026-01-15T09:23:39+08:00,,2026-01-15T09:23:41+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_02,SYN-11-004,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,40.64,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员04
132,2026-01-15T09:23:50+08:00,,2026-01-15T09:23:52+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_04,SYN-11-004,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,85.12,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,
133,2026-01-15T09:24:01+08:00,,2026-01-15T09:24:03+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_02,SYN-11-004,合成边界：非设备故障，检修旁路测试；NOT an equipment trip，不应仅凭描述确认根因,P3,ACKNOWLEDGED,55.08,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员06
134,2026-01-15T08:00:00+08:00,,,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_05,SYN-12-001,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P1,ACTIVE,47.23,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员07
135,2026-01-15T08:00:02+08:00,,2026-01-15T08:00:05+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_05,SYN-12-001,合成报警：入口压力偏高,P2,ACKNOWLEDGED,61.98,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员01
136,2026-01-15T08:00:04+08:00,2026-01-15T08:00:16+08:00,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_02,SYN-12-001,[SYNTHETIC] Outlet temperature deviation observed,P3,RETURNED,56.49,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员02
137,2026-01-15T08:00:06+08:00,,,SYNTHETIC_SITE_01,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_05,SYN-12-002,合成报警：循环水流量波动，已请求现场核对,P4,ACTIVE,47.91,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,
138,2026-01-15T08:00:08+08:00,,2026-01-15T08:00:11+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,,SYN-12-002,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P1,ACKNOWLEDGED,89.45,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员04
139,2026-01-15T08:00:10+08:00,2026-01-15T08:00:22+08:00,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_04,SYN-12-002,合成报警：入口压力偏高,P2,RETURNED,63.48,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员05
140,2026-01-15T08:00:12+08:00,,,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_02,SYN-12-003,[SYNTHETIC] Outlet temperature deviation observed,P3,ACTIVE,51.30,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员06
141,2026-01-15T08:00:14+08:00,,2026-01-15T08:00:17+08:00,SYNTHETIC_SITE_02,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_02,SYN-12-003,合成报警：循环水流量波动，已请求现场核对,P4,ACKNOWLEDGED,75.83,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员07
142,2026-01-15T08:00:16+08:00,2026-01-15T08:00:28+08:00,,SYNTHETIC_SITE_02,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_01,SYN-12-003,[SYNTHETIC] 中文与 English 混合描述，用于验证较长文本在页面和报告中的显示一致性,P1,RETURNED,81.00,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,
143,2026-01-15T08:00:18+08:00,,,SYNTHETIC_SITE_01,SYNTHETIC_AREA_03,SYNTHETIC_UNIT_03,SYN-12-004,合成报警：入口压力偏高,P2,ACTIVE,88.67,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员02
144,2026-01-15T08:00:20+08:00,,2026-01-15T08:00:23+08:00,SYNTHETIC_SITE_01,SYNTHETIC_AREA_02,SYNTHETIC_UNIT_06,SYN-12-004,[SYNTHETIC] Outlet temperature deviation observed,P3,ACKNOWLEDGED,89.07,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_DCS,合成操作员03
145,2026-01-15T08:00:22+08:00,2026-01-15T08:00:34+08:00,,SYNTHETIC_SITE_01,SYNTHETIC_AREA_04,SYNTHETIC_UNIT_06,SYN-12-004,合成报警：循环水流量波动，已请求现场核对,P4,RETURNED,71.97,75.00,SYNTHETIC_UNIT_VALUE,SYNTHETIC_SCADA,合成操作员04
