"source_row"	"event_time"	"return_time"	"ack_time"	"site"	"area"	"unit"	"tag"	"description"	"priority"	"state"	"value"	"threshold"	"engineering_unit"	"source_system"	"operator"
"67"	"2026-01-15T08:20:40+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-DUPLICATE-003"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"52.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"68"	"2026-01-15T08:21:00+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-DUPLICATE-004"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"53.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"69"	"2026-01-15T08:21:00+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-DUPLICATE-004"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"53.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"70"	"2026-01-15T08:21:20+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-005"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"54.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"71"	"2026-01-15T08:21:20+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-005"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"54.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"72"	"2026-01-15T08:21:40+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-006"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"55.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"73"	"2026-01-15T08:21:40+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-006"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"55.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"74"	"2026-01-15T08:22:00+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-DUPLICATE-007"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"56.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"75"	"2026-01-15T08:22:00+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-DUPLICATE-007"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"56.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"76"	"2026-01-15T08:22:20+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-DUPLICATE-008"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"57.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"77"	"2026-01-15T08:22:20+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-DUPLICATE-008"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"57.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"78"	"2026-01-15T08:22:40+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-DUPLICATE-001"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"58.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"79"	"2026-01-15T08:22:40+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-DUPLICATE-001"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"58.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"80"	"2026-01-15T08:23:00+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-002"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"59.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"81"	"2026-01-15T08:23:00+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-002"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"59.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"82"	"2026-01-15T08:23:20+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-DUPLICATE-003"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"50.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"83"	"2026-01-15T08:23:20+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-DUPLICATE-003"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"50.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"84"	"2026-01-15T08:23:40+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-004"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"51.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"85"	"2026-01-15T08:23:40+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-004"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"51.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"86"	"2026-01-15T08:24:00+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-DUPLICATE-005"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"52.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"87"	"2026-01-15T08:24:00+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-DUPLICATE-005"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"52.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"88"	"2026-01-15T08:24:20+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-DUPLICATE-006"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"53.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"89"	"2026-01-15T08:24:20+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-DUPLICATE-006"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"53.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"90"	"2026-01-15T08:24:40+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-007"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"54.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"91"	"2026-01-15T08:24:40+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-DUPLICATE-007"	"[SYNTHETIC] DUPLICATE 合成报警场景"	"P2"	"ACTIVE"	"54.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"92"	"2026-01-15T08:40:00+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"66.85"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"93"	"2026-01-15T08:40:03+08:00"	"2026-01-15T08:40:05+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"74.44"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"94"	"2026-01-15T08:40:06+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"52.72"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"95"	"2026-01-15T08:40:09+08:00"	"2026-01-15T08:40:11+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"43.87"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"96"	"2026-01-15T08:40:12+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"75.80"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"97"	"2026-01-15T08:40:15+08:00"	"2026-01-15T08:40:17+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"73.49"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"98"	"2026-01-15T08:40:18+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"48.68"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"99"	"2026-01-15T08:40:21+08:00"	"2026-01-15T08:40:23+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"85.11"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"100"	"2026-01-15T08:40:24+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"89.58"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"101"	"2026-01-15T08:40:27+08:00"	"2026-01-15T08:40:29+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-001"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"47.16"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"102"	"2026-01-15T08:40:30+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"40.60"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"103"	"2026-01-15T08:40:33+08:00"	"2026-01-15T08:40:35+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"77.29"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"104"	"2026-01-15T08:40:36+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	""	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"46.89"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"105"	"2026-01-15T08:40:39+08:00"	"2026-01-15T08:40:41+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"42.58"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"106"	"2026-01-15T08:40:42+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"76.01"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"107"	"2026-01-15T08:40:45+08:00"	"2026-01-15T08:40:47+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"58.12"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"108"	"2026-01-15T08:40:48+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"76.16"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"109"	"2026-01-15T08:40:51+08:00"	"2026-01-15T08:40:53+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"54.49"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"110"	"2026-01-15T08:40:54+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"49.60"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"111"	"2026-01-15T08:40:57+08:00"	"2026-01-15T08:40:59+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-CHATTER-002"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"67.02"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"112"	"2026-01-15T08:41:00+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"41.28"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"113"	"2026-01-15T08:41:03+08:00"	"2026-01-15T08:41:05+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"42.54"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"114"	"2026-01-15T08:41:06+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"54.47"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"115"	"2026-01-15T08:41:09+08:00"	"2026-01-15T08:41:11+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"50.20"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"116"	"2026-01-15T08:41:12+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"71.96"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"117"	"2026-01-15T08:41:15+08:00"	"2026-01-15T08:41:17+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"55.14"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"118"	"2026-01-15T08:41:18+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"75.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"119"	"2026-01-15T08:41:21+08:00"	"2026-01-15T08:41:23+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"43.09"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"120"	"2026-01-15T08:41:24+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"81.26"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"121"	"2026-01-15T08:41:27+08:00"	"2026-01-15T08:41:29+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	""	"SYNTHETIC-CHATTER-003"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"58.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"122"	"2026-01-15T08:41:30+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"50.02"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"123"	"2026-01-15T08:41:33+08:00"	"2026-01-15T08:41:35+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"73.26"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"124"	"2026-01-15T08:41:36+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"56.13"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"125"	"2026-01-15T08:41:39+08:00"	"2026-01-15T08:41:41+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"56.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"126"	"2026-01-15T08:41:42+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"75.60"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"127"	"2026-01-15T08:41:45+08:00"	"2026-01-15T08:41:47+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"78.67"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"128"	"2026-01-15T08:41:48+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P3"	"ACTIVE"	"84.38"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"129"	"2026-01-15T08:41:51+08:00"	"2026-01-15T08:41:53+08:00"	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P4"	"RETURNED"	"44.08"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"130"	"2026-01-15T08:41:54+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P1"	"ACTIVE"	"64.54"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"131"	"2026-01-15T08:41:57+08:00"	"2026-01-15T08:41:59+08:00"	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-CHATTER-004"	"[SYNTHETIC] CHATTER 合成报警场景"	"P2"	"RETURNED"	"40.64"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"132"	"2026-01-15T09:23:50+08:00"	"2026-01-15T09:23:54+08:00"	"2026-01-15T09:23:51+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-SHORT_LIVED-012"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"85.12"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
